temperatura,ph,ley_mineral,caudal,turbidez,colector,agua_m3h,recuperacion_pct,costo_usdh
31.60934072833945,6.593094659810233,0.9528195906419417,565.8442282406238,48.643998826349886,45.054088583854444,549.8834029074291,75.64622294520693,2935.899260258727
26.583176596280786,7.187393062304771,0.8339168476431128,518.8191973902376,34.28462383586474,51.28098780784866,547.256423075671,79.8122075610839,2942.135145528042
32.87896879867074,6.693545085773063,0.985892548468031,448.97094943874316,54.074714229861776,52.73606128423938,474.601620755792,82.60736349305412,2928.3375343788634
30.46052043589046,6.728490065236364,0.895238376915321,549.13500013206,29.639086410524694,44.332906002398644,516.4189252958614,76.43187283346059,2927.8495921544436
21.41266021831474,7.448424219545315,0.7347696595957748,416.8961791354144,41.53573960346499,42.614015967850825,431.7686131480392,78.91280751930798,2887.5429366133426
34.63433527455134,7.08939108735535,0.9655278964680403,554.8835668897566,27.365568685967297,48.15422325421874,587.0775919785533,83.28916262655132,2934.7172594347185
31.417095529855295,7.882778675232492,0.8467795572492394,517.9970444486028,39.81202465543368,52.83633720389412,550.5768362115135,72.18330882895478,2961.3912109865696
31.790964579154306,6.978734741912105,0.7424916903918715,422.1500636792803,26.098660359135447,51.110917698037994,493.08084655686446,82.18625982640434,2911.431507093363
21.921704490133187,7.589270192575851,0.7458070401524262,415.90111261847403,26.463144974860878,51.82634408580428,452.29287138555776,68.6622699463064,2922.5531013733953
26.755789068433508,7.191649145232361,0.9062601805329615,550.1672666872926,44.48893508168062,47.63975075990716,609.7787785287414,84.68465315104109,2945.648271998128
25.56197036348872,7.489926951693918,0.7142117520188469,458.58718130076744,30.551441687030668,45.28923763354298,478.04155855853327,81.09052059198112,2904.877248675368
33.90147483272903,7.399543035073986,0.7859781294741439,577.8603701534427,26.894689062569892,49.44490380598453,582.7009100919984,82.58810069482928,2947.804211539001
29.65797680120997,7.209175959138498,0.7419362771409604,552.4146042060352,57.190730005402926,44.86111971248876,535.8288228824101,78.14016805943788,2944.9333570405315
32.34142419906245,7.925091641936656,0.8323232288851853,539.6380489435433,21.720130029602043,52.16720175779092,575.3579446614356,78.35055139832691,2954.9090234637233
26.651212982409966,7.014070464132434,0.8243061315983083,455.7212105266902,42.60592450783548,44.75753038343268,464.64897291283125,78.45382911709578,2904.7201712070964
23.408580826771654,6.765853251873909,0.8565629304066568,541.7889038043236,41.93055367333061,46.07768573400078,537.0768569059173,79.77171990337169,2943.0817210155124
28.318771805237525,7.5171410913197425,0.783890898730759,589.6295369029668,30.024354976122392,49.09162689652207,618.2250378593891,80.72299914325077,2949.370391822515
20.95725884156263,7.769011341961863,0.7096130768134531,418.3119668741138,38.11086980451272,48.81393907800893,472.066925292723,73.0570616831728,2916.021673200048
32.41446757988873,6.560380609909886,0.8843158319605557,465.2325284007132,23.509511323305418,50.411891269698415,509.9210028689654,80.816168308182,2915.746856671329
29.474965986830973,7.174449032634021,0.8121154008647054,446.93445309231885,48.85080583695542,48.124224406998835,467.91712834254196,81.64817465548076,2928.448560582252
31.371316101280605,7.838731534530989,0.895400499622014,478.65002688013334,28.867885935072927,54.872626319141276,507.26238447705924,73.7639665503679,2943.6517859212563
25.317889521948025,7.624427928384302,0.7326000912412804,548.4665309707893,27.735414393062236,53.75907731876063,564.084414075115,62.70109098606693,2973.48723000431
34.56047036592355,7.9877115747464424,0.7041332065882151,494.8485162850773,32.595139131100126,54.307588317312934,537.8301177417748,62.95227601095671,2937.2161261653755
33.396816819832964,7.297120717395866,0.7744882743655878,514.1461212240492,56.09479681052568,50.813231999648124,570.4399964330053,79.84144184760679,2939.870014614162
31.67575245610643,7.489993578201727,0.8369641968982157,462.8309776156685,51.858665931341704,50.89011082205129,501.94144139420933,79.76416246301909,2930.654334193579
22.919580617779513,6.953720421706892,0.8182215922505401,428.2578534174201,57.8756916453503,50.52878157202328,505.8979232092513,76.1909485465072,2915.08589125537
27.000815055905512,7.9213033994989885,0.9430907665820399,453.38672978754573,46.07849384132342,48.08837816190039,497.7354084398543,82.11808929883534,2908.2508547110942
20.657056486808433,7.049503232834804,0.8133512932578472,571.9360602483974,46.516860441283505,46.50948401494168,573.1138968378598,82.74229815165033,2956.798268936147
22.31434238101322,7.6077660690299425,0.8591323538809237,520.4833924306821,39.20123997704868,50.28804042428418,555.2918244099847,75.84699819367741,2944.98989873814
30.24573429863682,7.104710306178623,0.8780546777326577,475.59773463944674,56.20745293467902,42.357445719938305,525.5398856717147,71.5575231820087,2908.639976218136
31.171432338617258,7.342728395094499,0.7065494174937434,557.9811963471175,40.43508597081316,42.10439003993324,596.2354230251825,75.73011495389754,2925.1706020957795
34.51264598651315,7.579673802532319,0.8545400130538567,412.8914864909818,34.20240283180099,53.92298556815448,476.05759814578505,78.4941502992378,2917.4586152440397
24.88738037207228,7.263401227627032,0.8034493778196513,450.77821758447715,45.615000396706606,42.64993662688671,468.13022344967754,78.13757947674276,2916.5425990665804
25.556895590523034,7.860629490364262,0.8263840383049763,446.02063081146787,41.84557973603854,49.34713210466785,470.15489584210377,76.66454201380773,2914.2047654438593
27.043337169137118,7.128951481891716,0.730086219548575,597.0729124336444,24.96079261239582,50.60982868129503,611.6386671549961,78.28125886971424,2949.5401811060656
22.842070386264286,7.470607697214987,0.9348461696945936,541.2197164785521,35.70901655649718,44.7743972147141,578.8791613957645,79.07007456815728,2937.8591885235423
21.948822580032076,7.013543649950082,0.9827212752425567,523.5571872777108,32.5330164437792,54.54023173571208,555.6459005058106,75.52939703962456,2955.171842006407
27.135573893389008,7.1122350023465195,0.7066806461888799,400.9969930588946,53.87335100044527,44.66134080447725,440.5057853148629,77.59189106308538,2916.38213823272
23.403640235763262,7.160075162350329,0.8804118288434044,436.86200041797144,35.15370227892435,54.38320982313344,474.798274217536,70.89519774069444,2927.3035107848095
30.047209920237655,6.6887105274684275,0.9291532201865074,527.1082585946157,52.86220930555571,52.68186377066249,546.1591897883192,84.01661666339501,2969.906233079077
26.55727878308496,6.63758551858851,0.7854422765949668,475.9438652963331,37.69558375603782,45.370401349338714,488.27954065421926,78.5347126442186,2924.1245075975817
32.49017294086756,7.501234884720137,0.936266675458965,584.8560767358122,50.1400225378244,44.11041832786531,588.2814987962571,77.71018392362419,2943.709049716742
30.50397653003374,7.483276607514578,0.8897065152298904,552.9448438283516,25.411277140447595,46.42725794260729,589.615341003262,81.69187496627119,2927.631884057662
24.685499620730617,7.494364571315143,0.978748789681321,489.476814560824,56.986008786338495,47.57130792778385,507.97711260046793,83.30716913532456,2942.2999444570114
32.48389702092801,6.529649668014038,0.9943014434061319,549.902995507654,39.22239563195673,45.44098547098493,556.0320494796222,70.38179155470222,2942.46472942358
32.07146536245203,6.98982026400767,0.7127038341996114,595.0808647652443,30.391929825052255,55.98448168256192,592.3717268386198,65.77763426778641,2969.309858241905
25.812175685452615,6.796714770888795,0.8334813283081018,492.1961649402941,29.659584254592275,45.21513270735414,517.0085745974113,80.49248672212819,2903.993721069093
24.324921558953662,7.667227133816018,0.8640963362734655,528.5051775777067,30.603091542998875,53.62888757776,576.321868400259,74.75017609091176,2931.1540157924323
30.237432559624633,7.790945602094196,0.7440229699622957,583.732923012259,34.6689669167187,44.22764845926662,612.7280275072045,82.5301552111416,2946.256804360442
22.096287254139646,6.870020565839221,0.8008857491282084,449.7349324072346,48.70078130702467,55.72342475386326,495.261220745431,62.60114730416151,2945.008159283694
22.998623037126624,7.50177373827198,0.9962942343269385,577.3115827332557,57.984121716031744,45.157328415963185,594.8996730779699,80.89719668106852,2952.327296073659
20.110434046265084,6.694044205187412,0.7048691369027414,419.5089413545965,46.761497204945286,47.903639766970294,447.76143084917913,81.99474999119323,2895.038147160898
31.803865662532075,6.91272878840257,0.8357523794573152,529.6896341175293,41.88665083776403,49.81989693475069,557.0561285763623,79.76662909001034,2937.3966156973634
29.972762848880482,6.707981744350129,0.9527963865154588,556.5676310111569,37.943912320685385,43.68400001218531,563.3867211694766,69.7112378692328,2928.071385625053
30.577480679395027,6.925281149898844,0.7971703788157865,522.9212438504852,53.12777868150466,53.43548094470742,551.7725036417124,75.54770219895988,2957.3855670149014
31.71093546532952,7.512104821023916,0.8439395508265459,499.1069608305086,53.986288097842795,45.84559745753162,519.718584795079,80.34870845018891,2931.9838742222846
26.8837366330751,7.8654903652778785,0.993413723736394,523.4694199851372,31.721506977312742,49.68977862242329,546.9607035426072,82.6287248431685,2945.4651981592233
28.531117939293406,6.803783611886279,0.8424630509427111,430.3327417558889,58.136809946137205,49.69487334970546,460.78170503047545,78.85125753179605,2946.65519650273
22.09695497191486,7.3131185524260784,0.7392763936439497,443.11414206604366,35.804614528255286,50.43696913256099,467.3168590127618,76.8503610299763,2920.62209756346
21.717951103039603,7.552086651865149,0.7155164474999173,453.9798687912684,52.00312276766111,42.77680381134041,506.68672772463884,76.96583808715187,2916.225535182468
30.026044426857077,7.929383702728348,0.9836249717319845,519.5558681260077,58.67279512328933,44.360662665641954,587.3756050734469,77.97370296796875,2926.6049623905824
